Aperture Basic Info,,,,,Detector Frame,,,,Science Frame,,,,,,V-Frame,,Frame Relationships,,,,,,Vertices,,,,,,,,,
InstrName,AperName,DDCName,AperType,AperShape,XDetSize,YDetSize,XDetRef,YDetRef,XSciSize,YSciSize,XSciRef,YSciRef,XSciScale,YSciScale,V2Ref,V3Ref,V3IdlYAngle,VIdlParity,DetSciYAngle,DetSciParity,V3SciXAngle,V3SciYAngle,XIdlVert1,XIdlVert2,XIdlVert3,XIdlVert4,YIdlVert1,YIdlVert2,YIdlVert3,YIdlVert4,UseAfterDate,Comment
MIRI,MIRIFU_1CSLICE16,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_1CSLICE17,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_1CSLICE18,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_1CSLICE19,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_1CSLICE20,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_1CSLICE21,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_CHANNEL2A,,COMPOUND,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2ASLICE01,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2ASLICE02,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2ASLICE03,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2ASLICE04,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2ASLICE05,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2ASLICE06,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2ASLICE07,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2ASLICE08,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2ASLICE09,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2ASLICE10,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2ASLICE11,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2ASLICE12,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2ASLICE13,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
MIRI,MIRIFU_2ASLICE14,,SLIT,QUAD,,,,,,,,,,,,,,-1,,,,,,,,,,,,,2014-01-01,
