Aperture Basic Info,,,,,Detector Frame,,,,Science Frame,,,,,,V-Frame,,Frame Relationships,,,,,,Vertices,,,,,,,,,
InstrName,AperName,DDCName,AperType,AperShape,XDetSize,YDetSize,XDetRef,YDetRef,XSciSize,YSciSize,XSciRef,YSciRef,XSciScale,YSciScale,V2Ref,V3Ref,V3IdlYAngle,VIdlParity,DetSciYAngle,DetSciParity,V3SciXAngle,V3SciYAngle,XIdlVert1,XIdlVert2,XIdlVert3,XIdlVert4,YIdlVert1,YIdlVert2,YIdlVert3,YIdlVert4,UseAfterDate,Comment
NIRSPEC,NRS_IFU_SLICE25,NRS1_CNTR,SLIT,QUAD,,,,,,,,,,,301.105011,-497.342163,138.888367,-1,,,,,0.0476,0.0476,-0.0545,-0.0546,1.5966,-1.5974,-1.5964,1.5982,2014-01-01,
NIRSPEC,NRS_IFU_SLICE26,NRS1_CNTR,SLIT,QUAD,,,,,,,,,,,299.102478,-499.134033,138.897949,-1,,,,,0.0498,0.0498,-0.0542,-0.0542,1.5968,-1.5976,-1.5961,1.5978,2014-01-01,
NIRSPEC,NRS_IFU_SLICE27,NRS1_CNTR,SLIT,QUAD,,,,,,,,,,,301.181122,-497.274048,138.888000,-1,,,,,0.0475,0.0475,-0.0545,-0.0545,1.5963,-1.5970,-1.5961,1.5979,2014-01-01,
NIRSPEC,NRS_IFU_SLICE28,NRS1_CNTR,SLIT,QUAD,,,,,,,,,,,299.024963,-499.203400,138.898315,-1,,,,,0.0499,0.0498,-0.0541,-0.0542,1.5965,-1.5974,-1.5957,1.5975,2014-01-01,
NIRSPEC,NRS_IFU_SLICE29,NRS1_CNTR,SLIT,QUAD,,,,,,,,,,,301.257172,-497.206024,138.887634,-1,,,,,0.0474,0.0474,-0.0545,-0.0545,1.5960,-1.5967,-1.5958,1.5976,2014-01-01,
NIRSPEC,NRS_FULL_MSA,NRS_CNTR,SLIT,QUAD,,,,,,,,,,,378.771240,-428.156219,138.492340,-1,,,,,110.1717,108.6279,-108.6184,-110.1622,110.2789,-107.7177,-107.7393,110.2531,2014-01-01,
NIRSPEC,NRS_FULL_MSA1,NRS2_CNTR,SLIT,QUAD,,,,,,,,,,,466.482666,-436.164490,138.242172,-1,,,,,49.2834,48.9624,-48.8693,-49.1904,46.3671,-45.0824,-45.8519,45.5491,2014-01-01,
NIRSPEC,NRS_FULL_MSA2,NRS2_CNTR,SLIT,QUAD,,,,,,,,,,,381.889832,-340.886688,138.296158,-1,,,,,48.8560,48.6091,-48.4885,-48.7353,45.2621,-44.2650,-44.8129,44.6146,2014-01-01,
NIRSPEC,NRS_FULL_MSA3,NRS1_CNTR,SLIT,QUAD,,,,,,,,,,,375.823242,-516.366516,138.742065,-1,,,,,49.1921,48.8707,-48.9609,-49.2823,45.5517,-45.8326,-45.0845,46.3477,2014-01-01,
NIRSPEC,NRS_FULL_MSA4,NRS1_CNTR,SLIT,QUAD,,,,,,,,,,,291.774628,-420.644653,138.689835,-1,,,,,48.7310,48.4839,-48.6006,-48.8477,44.6191,-44.7990,-44.2681,45.2473,2014-01-01,
NIRSPEC,NRS_VIGNETTED_MSA,NRS_CNTR,SLIT,QUAD,,,,,,,,,,,378.566833,-428.334045,138.493301,-1,,,,,108.2209,106.7872,-106.7805,-108.2142,103.8007,-101.4763,-101.4921,103.7826,2014-01-01,
NIRSPEC,NRS_VIGNETTED_MSA1,NRS2_CNTR,SLIT,QUAD,,,,,,,,,,,463.527954,-434.490753,138.247070,-1,,,,,48.1622,47.8709,-47.7835,-48.0748,43.0908,-41.8921,-42.6307,42.3075,2014-01-01,
NIRSPEC,NRS_VIGNETTED_MSA2,NRS2_CNTR,SLIT,QUAD,,,,,,,,,,,383.176270,-343.938568,138.297531,-1,,,,,47.7738,47.5467,-47.4357,-47.6627,42.1073,-41.1668,-41.7045,41.4814,2014-01-01,
NIRSPEC,NRS_VIGNETTED_MSA3,NRS1_CNTR,SLIT,QUAD,,,,,,,,,,,374.610657,-513.149658,138.736740,-1,,,,,47.9547,47.6638,-47.7480,-48.0389,42.3111,-42.6102,-41.8958,43.0695,2014-01-01,
NIRSPEC,NRS_VIGNETTED_MSA4,NRS1_CNTR,SLIT,QUAD,,,,,,,,,,,294.618652,-422.668182,138.689377,-1,,,,,47.9302,47.7030,-47.8116,-48.0388,41.2218,-41.4348,-40.9080,41.8350,2014-01-01,
NIRSPEC,NRS_FIELD1_MSA4,NRS1_CNTR,SLIT,QUAD,,,,,,,,,,,299.526642,-456.598938,138.493301,-1,,,,,186.1438,184.7101,-28.8577,-30.2913,135.0142,-70.2627,-70.2785,134.9961,2014-01-01,
NIRSPEC,NRS_FIELD2_MSA4,NRS_CNTR,SLIT,QUAD,,,,,,,,,,,299.257751,-423.096985,138.493301,-1,,,,,164.1431,162.7094,-50.8583,-52.2920,160.2813,-44.9956,-45.0114,160.2632,2014-01-01,
NIRSPEC,NRS1_FP1MIMF,NRS1_CNTR,SLIT,QUAD,,,,,,,,,,,321.531952,-473.679199,138.771439,-1,,,,,0.7996,0.7996,-0.7996,-0.7996,0.7947,-0.8084,-0.7946,0.8086,2014-01-01,
NIRSPEC,NRS1_FP2MIMF,NRS1_CNTR,FULLSCA,QUAD,2048,2048,1134,185,2048,2048,1134.0,185.0,0.103574,0.106504,245.108814,-429.269813,137.413365,-1,0.00,1,49.3370,137.4134,-116.0707,93.5680,89.5474,-124.6259,-20.8158,-17.4647,198.1388,195.4683,2014-01-01,
NIRSPEC,NRS1_FP3MIMF,NRS1_CNTR,FULLSCA,QUAD,2048,2048,1225,1967,2048,2048,1225.0,1967.0,0.102908,0.103966,375.288041,-564.977032,137.212454,-1,0.00,1,49.3854,137.2125,-119.3493,90.2762,85.4998,-128.6628,-209.2360,-205.1498,10.4325,7.0110,2014-01-01,
NIRSPEC,NRS2_FP4MIMF,NRS2_CNTR,FULLSCA,QUAD,2048,2048,1276,236,2048,2048,771.0,1811.0,0.102988,0.104228,499.619202,-432.474559,137.656557,-1,180.00,1,48.8766,137.6566,-77.6087,132.0247,134.0592,-80.3516,-191.4546,-187.6009,29.1353,24.1735,2014-01-01,
NIRSPEC,NRS2_FP5MIMF,NRS2_CNTR,FULLSCA,QUAD,2048,2048,1247,1839,2048,2048,800.0,208.0,0.103602,0.106478,388.637196,-305.310646,137.684961,-1,180.00,1,48.9252,137.6850,-81.2451,128.3902,130.5322,-83.8810,-22.6704,-18.9206,197.8146,192.9590,2014-01-01,
NIRSPEC,CLEAR_GWA_OTE,None,TRANSFORM,,,,,,,,1.96614012122000E-01,3.47495883703000E-01,4.26082999999999E+03,-9.10878199999999E+03,,,,,,,,,,,,,,,,,2014-01-01,
NIRSPEC,F110W_GWA_OTE,None,TRANSFORM,,,,,,,,1.96614012122000E-01,3.47495883703000E-01,4.26082999999999E+03,-9.10878199999999E+03,,,,,,,,,,,,,,,,,2014-01-01,
