,xSci offset,ySci offset,Sci2IdlX00,Sci2IdlX10,Sci2IdlX11,Sci2IdlX20,Sci2IdlX21,Sci2IdlX22,Sci2IdlX30,Sci2IdlX31,Sci2IdlX32,Sci2IdlX33,Sci2IdlX40,Sci2IdlX41,Sci2IdlX42,Sci2IdlX43,Sci2IdlX44,Sci2IdlY00,Sci2IdlY10,Sci2IdlY11,Sci2IdlY20,Sci2IdlY21,Sci2IdlY22,Sci2IdlY30,Sci2IdlY31,Sci2IdlY32,Sci2IdlY33,Sci2IdlY40,Sci2IdlY41,Sci2IdlY42,Sci2IdlY43,Sci2IdlY44
NIS_AMITA,4.0,-60.0,61.5,1.529358585232E+01,-1.856995355818E-03,1.043526317115E-04,-1.010525791669E-04,2.33733E-05,5.34129E-07,-2.83314E-07,1.51922E-06,-8.26609E-08,-1.37559E-09,-6.82868E-09,-1.04293E-09,-5.99284E-09,9.98918E-11,-911.5,-6.60661E-02,1.51817E+01,-1.95263E-04,-8.55640E-05,1.48222E-05,-9.14416E-08,-1.09817E-07,-1.15265E-08,-1.81728E-06,1.27574E-09,7.78973E-10,7.33613E-09,-1.81799E-10,1.37896E-08
NIS_SOSSTA,60.8,11.8,930.5,1.530028942197E+01,-8.916488631849E-04,5.937889160820E-05,-9.089697199429E-05,1.82023E-05,-2.69141E-07,-1.59707E-06,1.08896E-07,-3.94422E-07,-1.37559E-09,-6.82868E-09,-1.04293E-09,-5.99284E-09,9.98918E-11,174.5,-9.05288E-02,1.51742E+01,-1.46617E-04,2.48192E-05,7.10556E-05,2.54446E-07,1.07720E-06,7.82861E-07,2.13573E-06,1.27574E-09,7.78973E-10,7.33613E-09,-1.81799E-10,1.37896E-08
NIS_WFSS_OFFSET,-0.1,-0.2,-2.0,1.529100665729E+01,6.280981292902E-05,8.197092516709E-05,1.939370907847E-05,8.82572E-06,1.48563E-07,-3.23051E-07,4.52645E-07,-3.38957E-08,-1.37559E-09,-6.82868E-09,-1.04293E-09,-5.99284E-09,9.98918E-11,-3.4,-6.98089E-02,1.51762E+01,-1.74901E-04,-9.52245E-05,-1.49857E-05,-6.60298E-08,7.57980E-07,-1.05030E-07,1.48231E-06,1.27574E-09,7.78973E-10,7.33613E-09,-1.81799E-10,1.37896E-08
NIS_WFSS64,64.9,65.7,991.6,1.529450413170E+01,-2.857060330420E-03,-3.747703662475E-05,-1.454011813941E-04,-4.72578E-05,-6.59035E-07,-1.79185E-06,-8.67703E-07,-3.97024E-07,-1.37559E-09,-6.82868E-09,-1.04293E-09,-5.99284E-09,9.98918E-11,992.1,-8.74774E-02,1.52096E+01,-6.36272E-05,1.22626E-04,6.59210E-04,3.16935E-07,1.87676E-06,8.12543E-07,5.10547E-06,1.27574E-09,7.78973E-10,7.33613E-09,-1.81799E-10,1.37896E-08
NIS_WFSS64R,64.8,-14.7,992.1,1.530369681760E+01,-3.162658356592E-03,9.983044310857E-05,-1.220481682608E-04,5.23589E-05,-1.10037E-07,-1.62399E-06,5.77583E-07,-4.29091E-07,-1.37559E-09,-6.82868E-09,-1.04293E-09,-5.99284E-09,9.98918E-11,-228.6,-9.19868E-02,1.51739E+01,-1.67096E-04,-1.15491E-05,-3.73828E-05,2.54269E-07,6.97256E-07,8.56255E-07,6.71352E-07,1.27574E-09,7.78973E-10,7.33613E-09,-1.81799E-10,1.37896E-08
NIS_WFSS64R3,64.9,48.1,991.7,1.529682697101E+01,-1.564441604725E-03,-6.261228409529E-06,-1.204187211827E-04,-2.61093E-05,-5.38843E-07,-1.75508E-06,-5.51297E-07,-4.04040E-07,-1.37559E-09,-6.82868E-09,-1.04293E-09,-5.99284E-09,9.98918E-11,724.5,-8.93823E-02,1.51908E+01,-9.43863E-05,9.38490E-05,4.15283E-04,3.03212E-07,1.61854E-06,8.22101E-07,4.13475E-06,1.27574E-09,7.78973E-10,7.33613E-09,-1.81799E-10,1.37896E-08
NIS_WFSS64C,-14.9,65.3,-228.5,1.529068673377E+01,7.925205911819E-04,6.780431118787E-05,1.071433639290E-05,1.52410E-05,-2.17043E-07,-1.56154E-07,-6.93620E-07,8.10418E-08,-1.37559E-09,-6.82868E-09,-1.04293E-09,-5.99284E-09,9.98918E-11,992.0,-7.37920E-02,1.52108E+01,-9.14731E-05,-1.61723E-04,6.34584E-04,-9.06191E-08,1.68405E-06,-3.58089E-07,5.09657E-06,1.27574E-09,7.78973E-10,7.33613E-09,-1.81799E-10,1.37896E-08
NIS_WFSS64C3,47.4,65.6,724.5,1.529524850322E+01,-8.192759491046E-04,-5.282183734256E-06,-8.882762649328E-05,-3.23149E-05,-5.62129E-07,-1.43336E-06,-8.29445E-07,-2.92255E-07,-1.37559E-09,-6.82868E-09,-1.04293E-09,-5.99284E-09,9.98918E-11,992.1,-8.49940E-02,1.52079E+01,-7.80961E-05,5.75859E-05,6.45729E-04,2.27612E-07,1.83444E-06,5.55994E-07,5.10319E-06,1.27574E-09,7.78973E-10,7.33613E-09,-1.81799E-10,1.37896E-08
NIS_WFSS128,61.8,62.5,944.2,1.529513210958E+01,-2.153702707721E-03,-2.599721591126E-05,-1.292343105671E-04,-4.10008E-05,-6.20494E-07,-1.72167E-06,-8.04751E-07,-3.79665E-07,-1.37559E-09,-6.82868E-09,-1.04293E-09,-5.99284E-09,9.98918E-11,944.7,-8.74142E-02,1.52052E+01,-7.23067E-05,1.06166E-04,6.09457E-04,2.98638E-07,1.82341E-06,7.68682E-07,4.93277E-06,1.27574E-09,7.78973E-10,7.33613E-09,-1.81799E-10,1.37896E-08
NIS_WFSS128R,62.8,-14.7,960.1,1.530327939414E+01,-2.915787416649E-03,1.005045590133E-04,-1.153609991541E-04,5.11623E-05,-9.84458E-08,-1.58112E-06,5.82172E-07,-4.16565E-07,-1.37559E-09,-6.82868E-09,-1.04293E-09,-5.99284E-09,9.98918E-11,-228.6,-9.12845E-02,1.51739E+01,-1.68666E-04,-1.44756E-05,-3.91665E-05,2.43589E-07,6.92185E-07,8.25582E-07,6.71037E-07,1.27574E-09,7.78973E-10,7.33613E-09,-1.81799E-10,1.37896E-08
NIS_WFSS128R3,62.8,48.1,959.7,1.529684752942E+01,-1.319546678655E-03,-2.894786746491E-06,-1.131521264335E-04,-2.49462E-05,-5.27249E-07,-1.71220E-06,-5.46714E-07,-3.91508E-07,-1.37559E-09,-6.82868E-09,-1.04293E-09,-5.99284E-09,9.98918E-11,724.5,-8.89845E-02,1.51906E+01,-9.62754E-05,8.70682E-05,4.13444E-04,2.92528E-07,1.61347E-06,7.91415E-07,4.13445E-06,1.27574E-09,7.78973E-10,7.33613E-09,-1.81799E-10,1.37896E-08
NIS_WFSS128C,-14.9,63.1,-228.5,1.529066118519E+01,7.294636235237E-04,6.812819036630E-05,1.355331340688E-05,1.47321E-05,-2.02677E-07,-1.51767E-07,-6.55796E-07,8.02009E-08,-1.37559E-09,-6.82868E-09,-1.04293E-09,-5.99284E-09,9.98918E-11,960.0,-7.34533E-02,1.52082E+01,-9.49836E-05,-1.60218E-04,6.02783E-04,-9.22576E-08,1.65318E-06,-3.56941E-07,4.98053E-06,1.27574E-09,7.78973E-10,7.33613E-09,-1.81799E-10,1.37896E-08
NIS_WFSS128C3,47.4,63.5,724.5,1.529543180480E+01,-6.871502783283E-04,-2.270361181014E-06,-8.541604103302E-05,-3.04671E-05,-5.47759E-07,-1.42897E-06,-7.91613E-07,-2.93095E-07,-1.37559E-09,-6.82868E-09,-1.04293E-09,-5.99284E-09,9.98918E-11,960.1,-8.51127E-02,1.52052E+01,-8.19239E-05,5.52430E-05,6.13879E-04,2.25972E-07,1.80356E-06,5.57140E-07,4.98712E-06,1.27574E-09,7.78973E-10,7.33613E-09,-1.81799E-10,1.37896E-08
NIS_SUB64,64.9,65.7,991.7,1.529450413170E+01,-2.857060330420E-03,-3.747703662475E-05,-1.454011813941E-04,-4.72578E-05,-6.59035E-07,-1.79185E-06,-8.67703E-07,-3.97024E-07,-1.37559E-09,-6.82868E-09,-1.04293E-09,-5.99284E-09,9.98918E-11,992.3,-8.74774E-02,1.52096E+01,-6.36272E-05,1.22626E-04,6.59210E-04,3.16935E-07,1.87676E-06,8.12543E-07,5.10547E-06,1.27574E-09,7.78973E-10,7.33613E-09,-1.81799E-10,1.37896E-08
NIS_SUB128,62.8,63.6,959.6,1.529494056007E+01,-2.373414309063E-03,-2.967966955712E-05,-1.344184770184E-04,-4.30032E-05,-6.33071E-07,-1.74457E-06,-8.25295E-07,-3.85329E-07,-1.37559E-09,-6.82868E-09,-1.04293E-09,-5.99284E-09,9.98918E-11,960.3,-8.74464E-02,1.52066E+01,-6.95114E-05,1.11471E-04,6.25500E-04,3.04608E-07,1.84082E-06,7.82994E-07,4.98913E-06,1.27574E-09,7.78973E-10,7.33613E-09,-1.81799E-10,1.37896E-08
NIS_SUB256,58.6,59.3,895.7,1.529565066993E+01,-1.525346347103E-03,-1.487275116218E-05,-1.135845929179E-04,-3.49819E-05,-5.81137E-07,-1.65001E-06,-7.40458E-07,-3.61942E-07,-1.37559E-09,-6.82868E-09,-1.04293E-09,-5.99284E-09,9.98918E-11,896.2,-8.72428E-02,1.52012E+01,-8.08214E-05,8.99856E-05,5.60464E-04,2.79956E-07,1.76893E-06,7.23903E-07,4.75639E-06,1.27574E-09,7.78973E-10,7.33613E-09,-1.81799E-10,1.37896E-08
NIS_SUBAMPCAL,0.0,0.0,0.0,1.529103246807E+01,6.932742117161E-05,8.195585407779E-05,1.951118392489E-05,8.86157E-06,1.46309E-07,-3.26199E-07,4.48333E-07,-3.45898E-08,-1.37559E-09,-6.82868E-09,-1.04293E-09,-5.99284E-09,9.98918E-11,0.0,-6.98760E-02,1.51762E+01,-1.74756E-04,-9.50725E-05,-1.39962E-05,-6.51874E-08,7.61582E-07,-1.03234E-07,1.49468E-06,1.27574E-09,7.78973E-10,7.33613E-09,-1.81799E-10,1.37896E-08
NIS_SUBSTRIP96,60.8,11.8,930.4,1.530028942197E+01,-8.916488631849E-04,5.937889160820E-05,-9.089697199429E-05,1.82023E-05,-2.69141E-07,-1.59707E-06,1.08896E-07,-3.94422E-07,-1.37559E-09,-6.82868E-09,-1.04293E-09,-5.99284E-09,9.98918E-11,174.5,-9.05288E-02,1.51742E+01,-1.46617E-04,2.48192E-05,7.10556E-05,2.54446E-07,1.07720E-06,7.82861E-07,2.13573E-06,1.27574E-09,7.78973E-10,7.33613E-09,-1.81799E-10,1.37896E-08
NIS_SUBSTRIP256,60.8,11.8,930.4,1.530028942197E+01,-8.916488631849E-04,5.937889160820E-05,-9.089697199429E-05,1.82023E-05,-2.69141E-07,-1.59707E-06,1.08896E-07,-3.94422E-07,-1.37559E-09,-6.82868E-09,-1.04293E-09,-5.99284E-09,9.98918E-11,174.5,-9.05288E-02,1.51742E+01,-1.46617E-04,2.48192E-05,7.10556E-05,2.54446E-07,1.07720E-06,7.82861E-07,2.13573E-06,1.27574E-09,7.78973E-10,7.33613E-09,-1.81799E-10,1.37896E-08
NIS_FP1MIMF,0.0,-0.8,0.5,1.529102332222E+01,5.645534764342E-05,8.221724204037E-05,1.880027945704E-05,8.95563E-06,1.51303E-07,-3.25289E-07,4.61886E-07,-3.50885E-08,-1.37559E-09,-6.82868E-09,-1.04293E-09,-5.99284E-09,9.98918E-11,-11.5,-6.98155E-02,1.51762E+01,-1.75335E-04,-9.48674E-05,-1.73493E-05,-6.56107E-08,7.50542E-07,-1.02341E-07,1.45288E-06,1.27574E-09,7.78973E-10,7.33613E-09,-1.81799E-10,1.37896E-08
NIS_FP2MIMF,45.4,-24.0,694.5,1.530040642151E+01,-2.189860110915E-03,1.144051612774E-04,-7.965298607882E-05,4.94820E-05,6.02690E-08,-1.20634E-06,7.84859E-07,-3.16278E-07,-1.37559E-09,-6.82868E-09,-1.04293E-09,-5.99284E-09,9.98918E-11,-367.5,-8.48387E-02,1.51755E+01,-1.84447E-04,-4.84158E-05,-6.29180E-05,1.47829E-07,5.15759E-07,5.76041E-07,1.63383E-07,1.27574E-09,7.78973E-10,7.33613E-09,-1.81799E-10,1.37896E-08
NIS_FP3MIMF,-61.5,-54.7,-940.3,1.528758005331E+01,4.642573786302E-03,-3.053325127071E-05,-1.348683451058E-04,-7.57279E-05,8.58565E-07,1.04826E-06,1.56067E-06,3.12216E-07,-1.37559E-09,-6.82868E-09,-1.04293E-09,-5.99284E-09,9.98918E-11,-827.4,-4.34377E-02,1.51870E+01,-1.45594E-04,-7.14583E-05,2.07162E-05,-4.21755E-07,-1.85241E-07,-9.76011E-07,-1.51313E-06,1.27574E-09,7.78973E-10,7.33613E-09,-1.81799E-10,1.37896E-08
NIS_FP4MIMF,-43.8,55.4,-669.3,1.528628349506E+01,-8.538112886646E-05,7.534349677222E-05,1.339580789217E-05,2.69496E-05,8.81290E-09,4.55279E-07,-4.56688E-07,2.49978E-07,-1.37559E-09,-6.82868E-09,-1.04293E-09,-5.99284E-09,9.98918E-11,844.4,-6.64127E-02,1.52055E+01,-9.24479E-05,-2.41621E-04,5.08533E-04,-2.45475E-07,1.47238E-06,-7.75952E-07,4.55950E-06,1.27574E-09,7.78973E-10,7.33613E-09,-1.81799E-10,1.37896E-08
NIS_FP5MIMF,60.4,61.2,924.7,1.529536059280E+01,-1.883880366254E-03,-2.133670651989E-05,-1.226758272880E-04,-3.84735E-05,-6.04265E-07,-1.69212E-06,-7.78240E-07,-3.72356E-07,-1.37559E-09,-6.82868E-09,-1.04293E-09,-5.99284E-09,9.98918E-11,924.6,-8.73563E-02,1.52035E+01,-7.58605E-05,9.94172E-05,5.89032E-04,2.90934E-07,1.80095E-06,7.50216E-07,4.86004E-06,1.27574E-09,7.78973E-10,7.33613E-09,-1.81799E-10,1.37896E-08
NIS_AMIFULL,4.3,-64.8,65.5,1.529415504537E+01,-2.114512635878E-03,1.061154562544E-04,-1.160072804056E-04,2.49812E-05,5.65070E-07,-2.78770E-07,1.60392E-06,-8.61193E-08,-1.37559E-09,-6.82868E-09,-1.04293E-09,-5.99284E-09,9.98918E-11,-983.5,-6.57623E-02,1.51814E+01,-1.94652E-04,-8.55604E-05,4.25296E-05,-9.38032E-08,-1.78774E-07,-5.11153E-09,-2.07885E-06,1.27574E-09,7.78973E-10,7.33613E-09,-1.81799E-10,1.37896E-08
NIS_SOSSFULL,60.8,11.8,930.5,1.530028942197E+01,-8.916488631849E-04,5.937889160820E-05,-9.089697199429E-05,1.82023E-05,-2.69141E-07,-1.59707E-06,1.08896E-07,-3.94422E-07,-1.37559E-09,-6.82868E-09,-1.04293E-09,-5.99284E-09,9.98918E-11,174.5,-9.05288E-02,1.51742E+01,-1.46617E-04,2.48192E-05,7.10556E-05,2.54446E-07,1.07720E-06,7.82861E-07,2.13573E-06,1.27574E-09,7.78973E-10,7.33613E-09,-1.81799E-10,1.37896E-08
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,V2ref,V3Ref,x1,x2,x3,x4,y1,y2,y3,y4,ix1,ix2,ix3,ix4,iy1,iy2,iy3,iy4,Radians,v2vert1,v2vert2,v2vert3,v2vert4,v2vert1,v3vert1,v3vert2,v3vert3,v3vert4,v3vert1,,,
NIS_CEN_OSS,-290.10,-697.50,-1024.00,1.024000000000E+03,1.024000000000E+03,-1.024000000000E+03,-1.024000000000E+03,-1.024000000000E+03,1024.00,1024.00,-66.93,66.99,67.00,-66.95,67.91,67.24,-67.65,-67.09,-0.00995,-357.71,-223.78,-222.43,-356.38,-357.71,-630.26,-629.60,-764.48,-765.25,-630.26,,,
NIS_CEN,-290.10,-697.50,-1024.00,1.024000000000E+03,1.024000000000E+03,-1.024000000000E+03,-1.024000000000E+03,-1.024000000000E+03,1024.00,1024.00,-67.00,66.95,66.93,-66.99,-67.65,-67.09,67.91,67.24,-0.00995,-222.43,-356.38,-357.71,-223.78,-222.43,-764.48,-765.25,-630.26,-629.60,-764.48,,,
NIS_AMI1,-293.74,-762.31,-45.50,3.450000000000E+01,3.450000000000E+01,-4.550000000000E+01,-4.050000000000E+01,-4.050000000000E+01,39.50,39.50,-2.98,2.26,2.26,-2.97,-2.68,-2.66,2.61,2.59,-0.00995,-290.73,-295.96,-296.02,-290.79,-290.73,-764.96,-764.99,-759.72,-759.69,-764.96,,,
NIS_AMI2,-291.92,-761.18,-17.50,6.250000000000E+01,6.250000000000E+01,-1.750000000000E+01,-5.750000000000E+01,-5.750000000000E+01,22.50,22.50,-1.14,4.09,4.09,-1.14,-3.79,-3.77,1.50,1.48,-0.00995,-290.73,-295.96,-296.02,-290.79,-290.73,-764.96,-764.99,-759.72,-759.69,-764.96,,,
NIS_AMI3,-291.89,-763.36,-17.50,6.250000000000E+01,6.250000000000E+01,-1.750000000000E+01,-2.450000000000E+01,-2.450000000000E+01,55.50,55.50,-1.14,4.09,4.09,-1.14,-1.62,-1.60,3.67,3.65,-0.00995,-290.73,-295.96,-296.02,-290.79,-290.73,-764.96,-764.99,-759.72,-759.69,-764.96,,,
NIS_AMI4,-294.64,-763.44,-59.50,2.050000000000E+01,2.050000000000E+01,-5.950000000000E+01,-2.350000000000E+01,-2.350000000000E+01,56.50,56.50,-3.89,1.34,1.34,-3.89,-1.56,-1.54,3.73,3.71,-0.00995,-290.73,-295.96,-296.02,-290.79,-290.73,-764.96,-764.99,-759.72,-759.69,-764.96,,,
NIS_AMITA,-293.52,-757.57,-31.50,3.250000000000E+01,3.250000000000E+01,-3.150000000000E+01,-3.250000000000E+01,-3.250000000000E+01,31.50,31.50,-2.06,2.12,2.13,-2.06,-2.15,-2.13,2.08,2.07,-0.00995,-291.44,-295.62,-295.67,-291.48,-291.44,-759.70,-759.72,-755.51,-755.48,-759.70,,,
NIS_SOSSTA,-351.05,-686.28,-32.50,3.150000000000E+01,3.150000000000E+01,-3.250000000000E+01,-3.250000000000E+01,-3.250000000000E+01,31.50,31.50,-2.12,2.06,2.06,-2.12,-2.15,-2.13,2.09,2.06,-0.00995,-348.90,-353.08,-353.13,-348.94,-348.90,-688.42,-688.43,-684.22,-684.20,-688.42,,,
NIS_WFSS_OFFSET,-289.97,-697.72,-1022.00,1.026000000000E+03,1.026000000000E+03,-1.022000000000E+03,-1.020600000000E+03,-1.020600000000E+03,1027.40,1027.40,-66.87,67.08,67.06,-66.86,-67.43,-66.87,68.14,67.47,-0.00995,-222.43,-356.38,-357.71,-223.78,-222.43,-764.48,-765.25,-630.25,-629.60,-764.48,,,
NIS_WFSS64,-355.61,-632.47,-2016.00,3.200000000000E+01,3.200000000000E+01,-2.016000000000E+03,-2.016000000000E+03,-2.016000000000E+03,32.00,32.00,-131.56,2.13,2.09,-131.77,-133.31,-132.46,2.12,1.42,-0.00995,-222.73,-356.42,-357.72,-223.86,-222.73,-764.47,-764.94,-630.38,-629.74,-764.47,,,
NIS_WFSS64R,-354.80,-712.86,-32.00,3.200000000000E+01,3.200000000000E+01,-3.200000000000E+01,-7.955000000000E+02,-7.955000000000E+02,1252.50,1252.50,-2.11,2.07,2.09,-2.10,-52.41,-52.38,82.63,82.60,-0.00995,-352.17,-356.35,-357.71,-353.52,-352.17,-765.24,-765.26,-630.25,-630.24,-765.24,,,
NIS_WFSS64R3,-355.43,-650.07,-32.00,3.200000000000E+01,3.200000000000E+01,-3.200000000000E+01,-1.748500000000E+03,-1.748500000000E+03,299.50,299.50,-2.08,2.10,2.10,-2.09,-115.03,-115.01,19.73,19.71,-0.00995,-352.21,-356.39,-357.72,-353.54,-352.21,-765.08,-765.09,-630.36,-630.34,-765.08,,,
NIS_WFSS64C,-275.81,-632.10,-795.50,1.252500000000E+03,1.252500000000E+03,-7.955000000000E+02,-3.200000000000E+01,-3.200000000000E+01,32.00,32.00,-52.04,81.88,81.88,-52.04,-2.34,-1.67,2.54,1.87,-0.00995,-223.75,-357.67,-357.71,-223.79,-223.75,-633.92,-634.59,-630.38,-629.72,-633.92,,,
NIS_WFSS64C3,-338.12,-632.40,-1748.50,2.995000000000E+02,2.995000000000E+02,-1.748500000000E+03,-3.200000000000E+01,-3.200000000000E+01,32.00,32.00,-114.31,19.58,19.58,-114.31,-2.68,-1.99,2.21,1.53,-0.00995,-223.79,-357.68,-357.72,-223.83,-223.79,-633.94,-634.59,-630.38,-629.73,-633.94,,,
NIS_WFSS128,-352.47,-635.58,-1968.50,7.950000000000E+01,7.950000000000E+01,-1.968500000000E+03,-1.968500000000E+03,-1.968500000000E+03,79.50,79.50,-128.49,5.23,5.20,-128.68,-130.17,-129.35,5.26,4.57,-0.00995,-222.69,-356.41,-357.72,-223.85,-222.69,-764.47,-764.97,-630.38,-629.73,-764.47,,,
NIS_WFSS128R,-352.71,-712.85,-64.00,6.400000000000E+01,6.400000000000E+01,-6.400000000000E+01,-7.955000000000E+02,-7.955000000000E+02,1252.50,1252.50,-4.20,4.16,4.18,-4.19,-52.42,-52.37,82.64,82.59,-0.00995,-347.99,-356.35,-357.71,-349.34,-347.99,-765.22,-765.26,-630.25,-630.22,-765.22,,,
NIS_WFSS128R3,-353.34,-650.06,-64.00,6.400000000000E+01,6.400000000000E+01,-6.400000000000E+01,-1.748500000000E+03,-1.748500000000E+03,299.50,299.50,-4.16,4.20,4.19,-4.18,-115.05,-114.99,19.74,19.69,-0.00995,-348.03,-356.39,-357.72,-349.35,-348.03,-765.06,-765.09,-630.36,-630.33,-765.06,,,
NIS_WFSS128C,-275.78,-634.21,-795.50,1.252500000000E+03,1.252500000000E+03,-7.955000000000E+02,-6.400000000000E+01,-6.400000000000E+01,64.00,64.00,-52.04,81.88,81.88,-52.04,-4.44,-3.77,4.65,3.97,-0.00995,-223.71,-357.62,-357.71,-223.79,-223.71,-638.13,-638.80,-630.37,-629.72,-638.13,,,
NIS_WFSS128C3,-338.10,-634.50,-1748.50,2.995000000000E+02,2.995000000000E+02,-1.748500000000E+03,-6.400000000000E+01,-6.400000000000E+01,64.00,64.00,-114.31,19.58,19.58,-114.31,-4.78,-4.10,4.32,3.64,-0.00995,-223.75,-357.63,-357.72,-223.82,-223.75,-638.14,-638.79,-630.38,-629.72,-638.14,,,
NIS_SUB64,-355.61,-632.47,-32.00,3.200000000000E+01,3.200000000000E+01,-3.200000000000E+01,-3.200000000000E+01,-3.200000000000E+01,32.00,32.00,-2.09,2.09,2.09,-2.09,-2.12,-2.09,2.12,2.09,-0.00995,-353.49,-357.68,-357.72,-353.54,-353.49,-634.57,-634.59,-630.38,-630.36,-634.57,,,
NIS_SUB128,-353.49,-634.57,-64.00,6.400000000000E+01,6.400000000000E+01,-6.400000000000E+01,-6.400000000000E+01,-6.400000000000E+01,64.00,64.00,-4.18,4.18,4.19,-4.18,-4.23,-4.18,4.23,4.18,-0.00995,-349.27,-357.64,-357.72,-349.35,-349.27,-638.76,-638.79,-630.38,-630.34,-638.76,,,
NIS_SUB256,-349.27,-638.76,-128.00,1.280000000000E+02,1.280000000000E+02,-1.280000000000E+02,-1.280000000000E+02,-1.280000000000E+02,128.00,128.00,-8.37,8.37,8.37,-8.37,-8.47,-8.37,8.47,8.37,-0.00995,-340.81,-357.55,-357.72,-340.98,-340.81,-647.14,-647.21,-630.37,-630.30,-647.14,,,
NIS_SUBAMPCAL,-290.10,-697.50,-1024.00,-5.120000000000E+02,-5.120000000000E+02,-1.024000000000E+03,-1.024000000000E+03,-1.024000000000E+03,768.00,768.00,-67.00,-33.50,-33.49,-66.99,-67.65,-67.55,50.48,50.36,-0.00995,-222.43,-255.93,-257.11,-223.62,-222.43,-764.48,-764.71,-646.69,-646.48,-764.48,,,
NIS_SUBSTRIP96,-351.05,-686.28,-1979.50,1.185000000000E+02,1.185000000000E+02,-1.979500000000E+03,-2.575000000000E+02,-2.575000000000E+02,59.50,59.50,-129.43,7.74,7.74,-129.44,-17.58,-16.92,3.97,3.31,-0.00995,-221.45,-358.62,-358.83,-221.64,-221.45,-702.58,-703.28,-682.39,-681.68,-702.58,,,
NIS_SUBSTRIP256,-351.05,-686.28,-1979.50,1.185000000000E+02,1.185000000000E+02,-1.979500000000E+03,-2.575000000000E+02,-2.575000000000E+02,219.50,219.50,-129.43,7.74,7.75,-129.45,-17.58,-16.92,14.51,13.86,-0.00995,-221.45,-358.62,-358.94,-221.74,-221.45,-702.58,-703.28,-671.85,-671.14,-702.58,,,
NIS_FP1MIMF,-290.13,-698.26,-1024.50,1.023500000000E+03,1.023500000000E+03,-1.024500000000E+03,-1.012500000000E+03,-1.012500000000E+03,1035.50,1035.50,-67.03,66.91,66.90,-67.02,-66.89,-66.33,68.67,68.00,-0.00995,-222.43,-356.38,-357.71,-223.78,-222.43,-764.48,-765.26,-630.25,-629.59,-764.48,,,
NIS_FP2MIMF,-335.26,-721.94,-1718.50,3.295000000000E+02,3.295000000000E+02,-1.718500000000E+03,-6.565000000000E+02,-6.565000000000E+02,1391.50,1391.50,-112.40,21.51,21.53,-112.48,-43.70,-43.12,91.93,91.29,-0.00995,-222.43,-356.35,-357.70,-223.70,-222.43,-764.51,-765.26,-630.23,-629.54,-764.51,,,
NIS_FP3MIMF,-228.04,-751.62,-83.50,1.964500000000E+03,1.964500000000E+03,-8.350000000000E+01,-1.965000000000E+02,-1.965000000000E+02,1851.50,1851.50,-5.46,128.53,128.72,-5.43,-12.95,-12.42,122.65,122.03,-0.00995,-222.45,-356.44,-357.98,-223.83,-222.45,-764.52,-765.32,-630.26,-629.54,-764.52,,,
NIS_FP4MIMF,-246.86,-641.65,-354.50,1.693500000000E+03,1.693500000000E+03,-3.545000000000E+02,-1.868500000000E+03,-1.868500000000E+03,179.50,179.50,-23.22,110.71,110.72,-23.19,-122.84,-122.45,12.38,11.70,-0.00995,-222.42,-356.35,-357.70,-223.79,-222.42,-764.25,-765.19,-630.37,-629.71,-764.25,,,
NIS_FP5MIMF,-351.15,-636.89,-1948.50,9.950000000000E+01,9.950000000000E+01,-1.948500000000E+03,-1.948500000000E+03,-1.948500000000E+03,99.50,99.50,-127.20,6.53,6.51,-127.37,-128.85,-128.03,6.58,5.90,-0.00995,-222.67,-356.41,-357.72,-223.84,-222.67,-764.47,-764.99,-630.38,-629.73,-764.47,,,
NIS_AMIFULL,-293.74,-762.31,-1089.50,9.585000000000E+02,9.585000000000E+02,-1.089500000000E+03,-4.050000000000E+01,-4.050000000000E+01,2007.50,2007.50,-71.27,62.64,62.70,-71.35,-2.91,-2.35,132.82,132.16,-0.00995,-222.44,-356.35,-357.76,-223.70,-222.44,-764.51,-765.28,-630.12,-629.45,-764.51,,,
NIS_SOSSFULL,-351.05,-686.28,-1954.50,9.350000000000E+01,9.350000000000E+01,-1.954500000000E+03,-1.198500000000E+03,-1.198500000000E+03,849.50,849.50,-127.76,6.10,6.11,-127.85,-79.55,-78.89,56.05,55.42,-0.00995,-222.50,-356.36,-357.72,-223.76,-222.50,-764.55,-765.23,-630.30,-629.59,-764.55,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vparity,V3IdlYAngle,dV2_dxSci,dV2_dySci,dV3_dxSci,dV3_dySci,V3XSciAngle,V3YSciAngle,,,,,,,,,,,,,,,,,,,,,,,,
NIS_CEN_OSS,1,-0.0099,0.065398,6.555039467513E-04,3.497982863008E-04,-6.588998787280E-02,8.969353952896E+01,179.4300,,,,,,,,,,,,,,,,,,,,,,,,
NIS_CEN,-1,-0.0099,-0.065398,-6.555039467512E-04,-3.497982863008E-04,6.588998787280E-02,-9.030646047104E+01,-0.5700,,,,,,,,,,,,,,,,,,,,,,,,
NIS_AMI1,-1,-0.0099,-0.065384,-6.636127611485E-04,-3.675280018035E-04,6.586577115614E-02,-9.032205863074E+01,-0.5772,,,,,,,,,,,,,,,,,,,,,,,,
